id,sfc
248	[4, 6, 7, 3, 1]
249	[3, 6, 5, 4, 1]
250	[6]
251	[5, 4, 6, 7]
252	[5, 7]
253	[7, 5, 4, 1]
254	[7, 1]
255	[5]
256	[5]
257	[3, 7, 2, 1]
258	[1, 4, 2]
259	[1, 5, 3, 7]
260	[4, 7, 3, 1, 2]
261	[1, 4]
262	[1, 5, 4, 6, 7]
263	[1, 7, 2, 6, 5]
264	[4, 5]
265	[1, 3, 4, 2, 7]
266	[1, 3, 5, 6]
267	[2]
268	[5, 4, 1, 3]
269	[7, 4, 2]
270	[6, 7, 4]
271	[7, 1, 6, 2]
272	[6, 4, 7]
273	[1]
274	[7, 6, 4, 5, 1]
275	[2, 3, 4, 6, 7]
276	[4, 6, 2, 3, 7, 5]
277	[6, 5]
278	[3, 7, 5, 2]
279	[6, 4, 1]
280	[3, 7, 1, 2, 6]
281	[4, 3, 7, 6]
282	[1, 5, 4, 2, 6]
283	[4]
284	[2, 6, 7, 4]
285	[1, 5, 4, 6]
286	[2]
287	[2]
288	[5, 6, 7]
289	[1, 6, 7, 3]
290	[2, 3, 6, 5, 1]
291	[2, 3, 7, 4, 6]
292	[7, 4, 3, 1, 6]
293	[2, 4, 1, 7, 6, 3]
294	[2, 6, 5]
295	[4, 5, 2, 6]
296	[7, 5]
297	[2, 6, 5, 1]
298	[2, 1]
299	[1, 5]
300	[1]
301	[6, 1, 4]
302	[7, 4, 6, 5]
303	[5, 1]
304	[1, 2]
305	[7, 3]
306	[3, 6, 7, 2]
307	[4, 5, 7]
308	[3, 6, 5, 7, 4]
309	[5, 2]
310	[7]
311	[4, 6, 5, 1, 3, 2]
312	[6, 4, 7]
313	[5]
314	[1, 3, 2, 5, 7]
315	[3, 5, 2]
316	[5, 4, 6]
317	[5, 2, 1]
318	[7, 1, 5, 2, 4, 6]
319	[6, 1]
320	[4, 5]
321	[5, 3, 4, 7]
322	[4, 1]
323	[7, 3]
324	[4, 6, 7]
325	[1]
326	[7]
327	[3, 1, 5, 4]
328	[2, 1, 6]
329	[7, 5, 4]
330	[2, 7, 5, 3, 4, 1]
331	[5, 6]
332	[7, 2]
333	[6, 2, 3]
334	[6]
335	[6, 7, 1]
336	[6, 2, 4, 3]
337	[7, 3, 6, 4, 2]
338	[3, 5, 4]
339	[6, 5, 1, 7, 3]
340	[2, 3, 7, 1, 6]
341	[6, 7, 3, 1, 5]
342	[3, 6, 2]
343	[4, 3, 2]
344	[5, 7, 3, 1]
345	[5, 7, 1]
346	[2, 3, 6]
347	[3, 4, 1, 2]
348	[7, 1, 4]
349	[1, 6, 4, 7, 3]
350	[7, 4]
351	[3, 5, 4]
352	[7]
353	[1, 3, 7, 6, 5, 4]
354	[4, 1, 2]
355	[7, 1, 6, 4, 5, 3]
356	[2, 1, 5]
357	[2, 1, 5, 3, 7, 6]
358	[1, 5, 4, 6]
359	[6]
360	[1, 2, 3]
361	[6, 2, 5]
362	[1, 6, 7]
363	[7, 3, 5, 1]
364	[2, 6, 3, 1, 5]
365	[1, 7, 3]
366	[3, 5, 6, 1, 2]
367	[2, 6, 4]
368	[5]
369	[3, 7, 2]
370	[5, 4, 3]
371	[4, 3, 6, 5, 1]
372	[3]
373	[2]
374	[5, 2, 1, 6]
375	[4, 3, 5, 6, 2]
376	[1, 7, 2]
377	[5, 6, 1, 3, 7]
378	[7, 6, 3, 4, 2]
379	[6, 7, 1, 4, 5]
380	[3]
381	[4]
382	[7, 1, 3, 5]
383	[6, 4, 3, 1]
384	[7, 6, 4, 3, 1]
385	[6, 2, 3]
386	[5, 1, 7]
387	[1, 4, 5, 7]
388	[5, 3, 2]
389	[2, 6, 1]
390	[6, 4]
391	[5, 7]
392	[1, 6, 5]
393	[1, 6, 3, 7, 5]
394	[7, 2, 5, 3, 6]
395	[3]
396	[3]
397	[2, 6, 1, 7, 3, 4]
398	[6, 7, 5, 4, 1, 2]
399	[2, 3, 1]
400	[1, 4]
401	[7, 3, 1]
402	[1, 7, 6]
403	[6, 5, 2, 1]
404	[4, 7, 5]
405	[5, 4]
406	[5, 4, 3, 7, 1]
407	[7, 2]
408	[5, 1, 2, 7]
409	[5, 6, 1, 2]
410	[4, 3, 1, 5]
411	[3, 5, 4, 1]
412	[6, 4, 5, 1, 7]
413	[1]
414	[3, 2, 7, 1]
415	[1, 5, 6, 2]
416	[5, 7, 6, 4, 2]
417	[2, 1, 3]
418	[2, 4, 7]
419	[2, 7]
420	[3, 4, 1]
421	[4, 3, 2, 5]
422	[2, 1, 5, 6, 4]
423	[3, 2]
424	[1, 7, 4, 2]
425	[6, 4]
426	[4]
427	[6, 3]
428	[5, 3, 6]
429	[4, 6, 2, 3]
430	[4, 1, 3, 5]
431	[5]
432	[3, 5]
433	[3, 7]
434	[7, 1, 2, 6, 3]
435	[3, 4, 5, 6, 1]
436	[1]
437	[5, 2, 1, 7, 3, 4]
438	[3, 2, 6, 4]
439	[5, 2]
440	[2, 3, 6]
441	[6, 5]
442	[2, 4, 7, 5]
443	[2]
444	[4, 5]
445	[2, 4, 3]
446	[4]
447	[7, 6, 2]
448	[1, 6, 5, 7, 4]
449	[4, 3, 2, 6, 1]
450	[6, 7, 3]
451	[5, 4, 7, 2, 3, 1]
452	[7]
453	[5]
454	[7]
455	[6, 4, 3, 7, 2]
456	[5]
457	[2, 4, 3, 5]
458	[3, 5, 4, 1, 7]
459	[6, 3, 1, 4]
460	[5, 2]
461	[7, 6, 1, 3]
462	[4, 3]
463	[4, 5]
464	[6, 7, 1]
465	[7]
466	[3, 2, 6, 7, 5]
467	[2, 5, 3, 7]
468	[3, 7]
469	[5, 2]
470	[5, 2, 3, 6]
471	[2, 3, 1, 5]
472	[3, 1]
473	[6, 1, 4, 5, 7, 3]
474	[4, 7, 6, 2]
475	[3, 2, 1, 6]
476	[5]
477	[6, 7]
478	[7, 6]
479	[7, 1, 2, 6]
480	[7]
481	[6, 5, 2, 1]
482	[2, 3, 7]
483	[6, 3, 2, 5]
484	[2]
485	[3, 7, 5, 1]
486	[3, 6, 4, 5]
487	[5, 1, 3]
488	[4, 5, 2]
489	[2, 7]
490	[3]
491	[5, 4, 1]
492	[6, 7, 1, 3, 2]
493	[3, 7, 4, 5]
494	[1, 5, 3]
495	[3, 2, 7, 5, 4]
496	[4, 7]
497	[7, 5, 3, 2, 6, 4]
498	[2, 3, 6, 7, 1]
499	[6]
500	[1, 4]
501	[1, 5]
502	[5, 4, 2, 1]
503	[3]
504	[3, 2]
505	[7, 5, 1, 4]
506	[1, 7, 5, 2, 4, 3]
507	[5, 4, 3]
508	[2, 1, 6, 7]
509	[2, 7, 6]
510	[5, 7, 6, 4]
511	[3, 5, 1]
512	[2]
513	[7, 3, 4]
514	[7, 4, 6, 3, 1]
515	[6, 1, 2]
516	[3, 5]
517	[7, 3, 2]
518	[7, 2, 4, 5, 1]
519	[1, 7]
520	[7, 6, 3, 2]
521	[7, 2, 1]
522	[4, 3, 5, 2]
523	[2]
524	[1, 2, 5, 7, 3]
525	[4, 1, 5]
526	[6, 1, 7]
527	[5, 7]
528	[1, 4, 6, 3]
529	[1, 5]
530	[2, 4, 1, 6, 7, 3]
531	[4, 3, 5, 6]
532	[3, 6, 5, 7, 1, 4]
533	[6, 1, 5, 3, 4]
534	[7, 2, 6]
535	[2]
536	[7, 2, 1, 3, 5]
537	[7, 1, 6]
538	[7, 6, 2]
539	[1, 6, 3, 4, 7]
540	[2]
541	[1, 3, 5, 4]
542	[4, 5, 6]
543	[5, 4, 6, 3, 7]
544	[6, 4, 2, 3, 7]
545	[4]
546	[5, 4, 2, 7, 1]
547	[1, 4, 3, 5]
548	[3, 4, 5, 7]
549	[5]
550	[6, 3, 4, 7]
551	[2, 6, 5, 3, 1]
552	[2, 6, 3, 5]
553	[4, 6, 3, 7]
554	[4, 1, 2]
555	[5, 1, 6, 3]
556	[2, 6]
557	[3, 2]
558	[3, 1, 7]
559	[2, 5]
560	[1, 4]
561	[5]
562	[3, 1, 2, 5, 7]
563	[5, 2, 1]
564	[2, 4, 5]
565	[6, 3, 5, 4]
566	[2, 3, 7]
567	[3, 2, 4, 5]
568	[1, 5, 4, 3, 6]
569	[5, 2, 6]
570	[5, 1]
571	[3, 2, 7, 4, 6, 1]
572	[7]
573	[5, 3]
574	[2, 3, 6, 5]
575	[7, 3, 1]
576	[4, 7]
577	[4, 3, 6, 1, 5]
578	[1, 4, 6, 2, 5]
579	[4, 7, 3]
580	[7]
581	[3]
582	[4, 7]
583	[6, 1, 3]
584	[7, 1]
585	[1]
586	[3]
587	[4, 5, 6, 2]
588	[7]
589	[7]
590	[5, 7, 4, 6, 2]
591	[4, 7, 3, 6, 5]
592	[1, 7, 6]
593	[5, 3, 1, 2]
594	[7]
595	[3, 7]
596	[6, 4, 2]
597	[7, 2]
598	[3, 7, 4]
599	[2, 1, 3, 6, 4]
600	[4]
601	[4, 6, 1, 5, 3]
602	[5, 6]
603	[4, 3, 1, 2, 5]
604	[6, 2, 3]
605	[5]
606	[1, 6]
607	[2, 3]
608	[4]
609	[4, 7, 1, 2, 5, 6, 3]
610	[3]
611	[4, 7, 3, 5]
612	[7, 4, 1, 5]
613	[5, 6]
614	[1, 6, 5, 4]
615	[7, 5, 6, 2]
616	[6]
617	[7, 4, 3, 5]
618	[3, 7]
619	[1, 6, 5, 3, 4]
620	[6, 1, 4, 7]
621	[2, 1, 7]
622	[6, 7, 1, 4]
623	[1, 3, 4, 5]
624	[3, 6, 2]
625	[4, 3, 2, 5, 6]
626	[6, 1, 7]
627	[2]
628	[1, 6, 7, 3]
629	[5]
630	[6, 3, 5, 4, 1]
631	[6, 5, 2, 4]
632	[7, 4, 2]
633	[2]
634	[6, 3, 1, 5, 2]
635	[6, 7, 1]
636	[6, 3, 5, 2]
637	[6, 1]
638	[2, 6, 7]
639	[4, 6, 2, 1, 7]
640	[5, 2, 1]
641	[1, 5]
642	[1, 7, 4]
643	[2, 3, 5, 4, 6, 1]
644	[4, 5, 7, 2]
645	[3, 4, 1, 7, 6]
646	[2]
647	[6, 5, 4, 3, 1]
648	[5, 1, 7]
649	[6]
650	[4, 7, 3, 5, 1]
651	[7, 6, 4, 5]
652	[1, 6, 4, 5, 7, 3]
653	[6]
654	[6, 5, 1, 3, 4]
655	[3, 1, 2]
656	[4, 6, 5]
657	[7, 4]
658	[4, 2]
659	[3, 6, 2]
660	[7]
661	[7]
662	[2, 4]
663	[7, 5, 4, 6]
664	[3, 2, 5]
665	[3, 4, 6]
666	[2]
667	[4, 5, 1, 2, 7]
668	[2, 7, 6, 1, 4]
669	[3, 6, 4, 7, 2]
670	[2, 4, 1]
671	[5, 3, 1, 7, 2, 6]
672	[1]
673	[7, 5, 6, 4]
674	[1, 5, 7, 4, 6, 3]
675	[5, 7, 3]
676	[5, 7, 6]
677	[2]
678	[7, 4, 3, 5]
679	[1, 3, 6, 5]
680	[6, 4, 5, 2]
681	[5, 1, 6]
682	[5]
683	[5, 4, 1, 3, 2]
684	[1]
685	[6]
686	[3, 6, 1, 4]
687	[7]
688	[2, 1, 7]
689	[3]
690	[4, 1, 2]
691	[6, 3, 7, 2]
692	[5, 7, 2]
693	[4, 7, 3]
694	[7, 6, 2, 3, 1, 4]
695	[5, 1]
696	[1, 6, 3]
697	[6, 7, 2]
698	[1, 2, 6, 4, 7]
699	[1, 4, 2, 7]
700	[3, 4, 6, 2]
701	[3, 1, 7, 2]
702	[5, 1, 3]
703	[5, 2, 3]
704	[4, 7, 6, 3]
705	[1, 7, 3, 6]
706	[6, 5, 1, 7]
707	[1, 2, 6, 3]
708	[1, 7, 6, 5, 3]
709	[4, 5, 6]
710	[3, 5]
711	[6]
712	[4, 2]
713	[5, 7, 2, 3, 1]
714	[6, 1]
715	[3, 7, 1, 6]
716	[2, 7, 1, 6]
717	[5, 6, 3, 2, 4]
718	[2, 5, 6, 1]
719	[1, 7, 5]
720	[6, 1]
721	[7, 1, 2]
722	[2, 6, 1, 7, 4]
723	[2, 1, 3]
724	[4]
725	[1, 6]
726	[4, 3]
727	[2, 3, 7, 5, 6, 1, 4]
728	[1]
729	[5, 6, 4, 1]
730	[1, 6, 2, 7]
731	[6, 5]
732	[5]
733	[3, 7, 2, 1]
734	[6, 7, 1, 2]
735	[3, 6, 4, 2]
736	[1, 7]
737	[4, 2, 3]
738	[1, 2]
739	[5, 4, 7]
740	[7, 6, 1, 3]
741	[7, 6, 1, 3, 5, 4]
742	[2, 5, 1, 4]
743	[2, 1, 6]
744	[3, 1, 6]
745	[1, 3]
746	[2, 4, 3]
747	[4, 6, 1, 5]
748	[2, 5, 3]
749	[2, 6]
750	[7, 2, 1, 3]
751	[2, 3, 4]
752	[1, 4, 5, 6, 2]
753	[5, 1, 6, 3]
754	[2, 7, 6, 5, 3]
755	[4, 2]
756	[1, 4, 5, 3]
757	[2, 3, 6]
758	[7]
759	[3, 1, 2]
760	[6]
761	[1, 4, 2, 7]
762	[3, 2, 4, 5, 1, 6]
763	[2, 3, 7, 5]
764	[4, 6, 3, 7]
765	[5, 7]
766	[6]
767	[6, 2, 7, 5, 4]
768	[6, 4, 3, 5]
769	[2, 1, 6, 3]
770	[5, 3]
771	[3, 7, 2, 5, 4, 1]
772	[7, 1, 5, 4]
773	[4, 6]
774	[5, 4, 3, 7]
775	[7, 4, 3]
776	[4, 7, 6, 1, 5, 2]
777	[5, 4, 6, 2]
778	[6, 5]
779	[5, 7, 2]
780	[1, 4, 6, 2]
781	[2, 1, 3, 5, 6, 7]
782	[5, 2]
783	[2, 6, 1, 3]
784	[5, 2, 7, 1]
785	[2, 7, 5, 4]
786	[2, 3, 1, 7]
787	[7, 5, 2, 3]
788	[1, 7]
789	[3, 2, 1, 5, 6]
790	[7, 2, 4]
791	[7, 5, 3, 4, 6]
792	[7, 2, 6]
793	[1, 2, 4, 6]
794	[2, 3, 7]
795	[2]
796	[2, 5, 6]
797	[3, 1]
798	[1, 3, 4]
799	[4, 1]
800	[4]
801	[7, 6, 4]
802	[3, 7, 4]
803	[3, 4, 7]
804	[6, 5, 4]
805	[7]
806	[2, 5, 1, 6]
807	[5, 6, 3, 2]
808	[7, 4, 1]
809	[7]
810	[1]
811	[2, 1, 7, 6]
812	[5, 6, 3, 7, 4]
813	[4, 6, 5]
814	[7, 2]
815	[4, 6, 5]
816	[1, 6, 3, 2]
817	[6]
818	[6, 4, 5, 2, 1]
819	[1, 6, 7, 5, 2]
820	[6, 4, 2, 1, 3]
821	[2, 4]
822	[5, 2]
823	[5, 2, 6, 1]
824	[6, 7, 4]
825	[7, 3]
826	[2, 6, 7, 1, 5]
827	[4, 6, 3, 2, 7]
828	[3, 7, 4]
829	[2, 6]
830	[1]
831	[7, 2, 6]
832	[5, 1, 7, 3]
833	[6]
834	[6, 1]
835	[2, 5]
836	[6, 7, 1]
837	[1, 6]
838	[1, 3, 6, 4, 2]
839	[4, 3]
840	[7, 2, 5, 4, 3]
841	[1, 7, 4, 5, 3, 2, 6]
842	[1, 7, 3]
843	[3, 5, 6, 4, 2]
844	[2, 5]
845	[1, 5]
846	[7]
847	[6, 4, 3, 7, 5, 1]
848	[1, 2, 5, 3, 7]
849	[4, 7]
850	[7]
851	[4, 6, 2, 5, 3]
852	[7, 2]
853	[1, 4, 6]
854	[2, 3]
855	[4, 1, 5, 7]
856	[7, 6]
857	[4, 7, 2, 1, 6, 3]
858	[3, 4, 6, 7]
859	[1, 6]
860	[1, 7, 4, 5]
861	[5, 2, 6]
862	[2, 7, 6]
863	[2, 7]
864	[7, 2, 1, 3]
865	[4, 2, 3, 6, 1]
866	[3, 1, 5]
867	[7, 3, 5]
868	[3, 5, 7, 4]
869	[7, 1, 2]
870	[4, 6, 2, 3, 5, 7]
871	[4, 1, 7, 2, 5]
872	[2, 6, 3, 4, 7]
873	[6, 2, 5]
874	[2, 4, 6, 7]
875	[3, 7, 6, 1, 4]
876	[7, 1]
877	[4]
878	[2, 7, 4]
879	[4, 7, 2, 1, 5]
880	[5, 6, 1, 2, 3]
881	[5, 4]
882	[6]
883	[2, 5, 1, 4]
884	[6, 5, 2, 4, 1, 7]
885	[6, 5, 1, 3]
886	[3]
887	[4, 2, 5, 7]
888	[7, 2, 1, 6]
889	[4]
890	[5]
891	[1, 3]
892	[4]
893	[4]
894	[7, 1, 2]
895	[4, 1, 2, 5, 6]
896	[1, 3, 4, 6]
897	[4, 3]
898	[2, 4, 7, 3, 6, 1]
899	[2]
900	[1, 2]
901	[4, 3, 2, 5]
902	[5, 6, 3]
903	[2, 5, 1, 6]
904	[5, 3, 6, 2]
905	[5, 2, 4, 6]
906	[2, 6, 5]
907	[2, 5, 3, 4]
908	[3, 4]
909	[2, 1]
910	[5, 6, 1]
911	[6, 5, 1]
912	[3, 1, 4]
913	[1]
914	[7, 4, 1, 5, 6]
915	[2, 5, 4]
916	[1, 7, 3, 4, 6]
917	[2, 3, 1, 7]
918	[6]
919	[2]
920	[7, 4, 1]
921	[1, 4]
922	[3, 2, 1]
923	[1, 7, 3, 4, 2]
924	[7, 2, 5, 6, 3]
925	[6, 4]
926	[7, 6, 1, 5]
927	[2, 7, 5, 3]
928	[3, 1, 5, 7]
929	[1, 6, 4]
930	[1, 2, 6]
931	[7]
932	[3, 7, 4, 5]
933	[7]
934	[7, 3, 5]
935	[1]
936	[5, 3, 4]
937	[2, 3, 4, 6, 1]
938	[1, 3, 4, 5]
939	[5, 7, 4, 1, 6, 3]
940	[3, 7, 4, 6, 5]
941	[3, 7, 1, 5]
942	[2, 7]
943	[6, 3, 2, 5, 4]
944	[4]
945	[4, 3, 6, 2, 1, 7]
946	[3, 5, 6, 1, 2]
947	[1, 3, 7, 4, 6]
948	[5, 3, 7, 4]
949	[3, 4, 5, 7, 6]
950	[2, 4, 7, 3, 5]
951	[4, 1, 3]
952	[4]
953	[5, 6, 2]
954	[5]
955	[6, 3]
956	[4, 5, 7, 2, 1]
957	[5, 6]
958	[4, 1, 7, 3, 6]
959	[7, 5, 1, 6, 3, 4]
960	[1]
961	[6, 2, 7]
962	[4, 7, 5]
963	[3, 2]
964	[5, 2]
965	[5, 1]
966	[3]
967	[6, 4, 2, 7]
968	[4, 1, 3, 2, 5]
969	[5, 6, 2]
970	[3]
971	[2, 7]
972	[4, 7, 3, 1, 2, 5]
973	[4, 1, 5, 3]
974	[2]
975	[3, 7, 6]
976	[2]
977	[1, 2, 4, 3, 6]
978	[3, 7]
979	[5, 6, 1, 2, 7]
980	[2]
981	[1, 3, 7, 6, 4, 5]
982	[7, 5, 1, 4]
983	[3, 6, 4]
984	[6, 2, 7]
985	[2, 5, 3]
986	[2, 3]
987	[5, 1, 2, 7, 3]
988	[5, 2]
989	[6, 3, 2, 1, 4]
990	[4, 2, 5]
991	[7]
992	[5, 3, 7, 2, 6]
993	[2, 7, 5]
994	[1]
995	[1, 5, 3, 4, 6]
996	[1, 2]
997	[4, 7, 3, 6]
998	[2, 6, 3, 5]
999	[4, 1, 3]
1000	[1]
1001	[6, 1, 3]
1002	[2]
1003	[1, 7, 2]
1004	[3, 6, 1, 5, 4]
1005	[4, 6, 7]
1006	[4, 2]
1007	[5]
1008	[2, 5]
1009	[2, 4, 5]
1010	[5, 6, 3, 4]
1011	[1, 5, 2, 7]
1012	[4, 2]
1013	[6, 7, 4]
1014	[3, 4]
1015	[6, 4, 3, 1]
1016	[1, 6, 2, 3, 5]
1017	[7, 3, 4, 1]
1018	[3, 7, 1, 2, 5, 4]
1019	[3]
1020	[1, 4, 7, 6]
1021	[6, 3, 4, 7, 2]
1022	[4, 7]
1023	[6, 1, 3, 5, 2]
1024	[3, 1, 7, 5, 2]
1025	[2, 7, 6, 4]
1026	[1, 2, 5]
1027	[2]
1028	[1, 4, 6, 5]
1029	[3, 1, 6, 5, 2]
1030	[3, 4, 7]
1031	[1, 2, 4, 7]
1032	[1, 7]
1033	[6, 4]
1034	[2, 7, 1, 6]
1035	[1, 6]
1036	[1, 3]
1037	[6, 5, 7, 2, 3]
1038	[5, 6, 4, 7]
1039	[7]
1040	[3]
1041	[3, 1, 7]
1042	[5, 4, 2, 3, 6]
1043	[7, 2, 6, 5, 4, 3]
1044	[7, 1]
1045	[2, 4, 1]
1046	[3, 7, 6, 5, 1]
1047	[7, 4, 5]
1048	[7]
1049	[3, 4, 1, 2, 6]
1050	[1, 2, 6]
1051	[3, 6]
1052	[7, 6, 4]
1053	[1]
1054	[7, 5]
1055	[4]
1056	[2, 1, 3]
1057	[5]
1058	[4]
1059	[3, 1, 4]
1060	[2, 6]
1061	[5, 2, 3, 1, 7, 6]
1062	[2, 7, 6]
1063	[7, 6, 5, 2, 4, 3]
1064	[3, 7]
1065	[6]
1066	[2, 1, 3]
1067	[5, 4, 7, 1, 2]
1068	[2, 1]
1069	[7, 6, 2, 1, 3]
1070	[1, 2, 6]
1071	[1, 2, 5, 4, 7]
1072	[6, 7, 4]
1073	[5]
1074	[6, 4, 7, 3, 2, 5]
1075	[7, 4, 2, 5, 6]
1076	[4, 3, 1, 5]
1077	[3]
1078	[6, 3, 1, 7]
1079	[1, 3, 2, 7]
1080	[7, 4, 3]
1081	[2]
1082	[2, 3, 6, 1, 5]
1083	[5, 7]
1084	[4, 7, 2, 3]
1085	[3]
1086	[2, 4, 5, 6, 1]
1087	[5]
1088	[1, 4]
1089	[3, 5, 4]
1090	[3, 4, 7, 6]
1091	[2, 6]
1092	[2]
1093	[3, 6, 7]
1094	[6]
1095	[7, 2, 3]
1096	[2, 6]
1097	[2, 6, 1]
1098	[4, 2, 5, 1, 3, 6]
