 7, 2 -->  1 = 0.19977678571428573
 7, 2 -->  5 = 0.19810267857142858
6 -->  4 = 0.16698997736825089
6 -->  3 = 0.1658583899127061
6 -->  7 = 0.15834141610087293
6 -->  2 = 0.16852570320077595
6 -->  1 = 0.1724054316197866
6 -->  5 = 0.1678790817976075
6, 2 -->  5 = 0.209009009009009
6, 2 -->  4 = 0.22402402402402402
6, 2 -->  3 = 0.18678678678678678
6, 2 -->  1 = 0.1921921921921922
6, 2 -->  7 = 0.187987987987988
6, 3 -->  5 = 0.20805772699939867
6, 3 -->  2 = 0.20144317498496692
6, 3 -->  1 = 0.2158749248346362
6, 3 -->  7 = 0.179795550210463
6, 3 -->  4 = 0.1948286229705352
 2, 3 -->  4 = 0.21029572836801752
 2, 3 -->  5 = 0.21358159912376778
 2, 3 -->  7 = 0.1768893756845564
 2, 3 -->  6 = 0.19989047097480833
 2, 3 -->  1 = 0.19934282584884994
5, 3 -->  1 = 0.18383311603650587
5, 3 -->  2 = 0.20534550195567144
5, 3 -->  6 = 0.196870925684485
5, 3 -->  7 = 0.20599739243807041
5, 3 -->  4 = 0.20795306388526727
 6, 3 -->  7 = 0.1916985253959585
 6, 3 -->  4 = 0.19825232113599126
 6, 3 -->  2 = 0.20535226652102676
 6, 3 -->  5 = 0.1993446204259967
 6, 3 -->  1 = 0.20535226652102676
4, 3 -->  2 = 0.21361648969394129
4, 3 -->  7 = 0.19113054341036853
4, 3 -->  6 = 0.21361648969394129
4, 3 -->  5 = 0.18550905683947533
4, 3 -->  1 = 0.19612742036227357
2 -->  7 = 0.16648949219069425
2 -->  3 = 0.16681658353095102
2 -->  5 = 0.16951508708806934
2 -->  1 = 0.16526289966473137
2 -->  6 = 0.16894267724262
2 -->  4 = 0.16297326028293402
2, 3 -->  1 = 0.2028100183262065
2, 3 -->  4 = 0.19425778863775198
2, 3 -->  6 = 0.19425778863775198
2, 3 -->  5 = 0.20586438607208307
2, 3 -->  7 = 0.2028100183262065
7, 3 -->  1 = 0.21215880893300249
7, 3 -->  2 = 0.21215880893300249
7, 3 -->  6 = 0.18610421836228289
7, 3 -->  5 = 0.19044665012406947
7, 3 -->  4 = 0.19913151364764267
 4, 3 -->  5 = 0.2053872053872054
 4, 3 -->  2 = 0.2132435465768799
 4, 3 -->  7 = 0.21156004489337824
 4, 3 -->  6 = 0.186307519640853
 4, 3 -->  1 = 0.1835016835016835
 5, 3 -->  4 = 0.19293325855300056
 5, 3 -->  1 = 0.2148065058889512
 5, 3 -->  7 = 0.20302860347728546
 5, 3 -->  6 = 0.19349411104879416
 5, 3 -->  2 = 0.1957375210319686
 1, 3 -->  7 = 0.19674887892376683
 1, 3 -->  6 = 0.20347533632286996
 1, 3 -->  5 = 0.2062780269058296
 1, 3 -->  4 = 0.19955156950672645
 1, 3 -->  2 = 0.19394618834080718
 7, 3 -->  5 = 0.2012835472578763
 7, 3 -->  4 = 0.18436406067677946
 7, 3 -->  6 = 0.20945157526254377
 7, 3 -->  1 = 0.19253208868144692
 7, 3 -->  2 = 0.21236872812135357
1, 3 -->  2 = 0.18883312421580928
1, 3 -->  6 = 0.19698870765370138
1, 3 -->  5 = 0.21518193224592222
1, 3 -->  4 = 0.19949811794228356
1, 3 -->  7 = 0.19949811794228356
7, 6 -->  5 = 0.1811367895065584
7, 6 -->  4 = 0.2161149281698938
7, 6 -->  3 = 0.20174890693316677
7, 6 -->  2 = 0.2098688319800125
7, 6 -->  1 = 0.19113054341036853
 4, 6 -->  5 = 0.20876585928489041
 4, 6 -->  1 = 0.19434832756632064
 4, 6 -->  3 = 0.2093425605536332
 4, 6 -->  2 = 0.17993079584775087
 4, 6 -->  7 = 0.20761245674740483
4, 6 -->  5 = 0.20340050377833754
4, 6 -->  1 = 0.18702770780856423
4, 6 -->  7 = 0.21599496221662468
4, 6 -->  2 = 0.20654911838790932
4, 6 -->  3 = 0.18702770780856423
 5, 6 -->  7 = 0.2088607594936709
 5, 6 -->  1 = 0.2042577675489068
 5, 6 -->  3 = 0.20598388952819333
 5, 6 -->  2 = 0.1996547756041427
 5, 6 -->  4 = 0.1812428078250863
3, 6 -->  5 = 0.19877675840978593
3, 6 -->  7 = 0.20733944954128442
3, 6 -->  2 = 0.20305810397553517
3, 6 -->  1 = 0.1871559633027523
3, 6 -->  4 = 0.2036697247706422
 1, 6 -->  7 = 0.2033898305084746
 1, 6 -->  5 = 0.2099507927829415
 1, 6 -->  4 = 0.18917441224712958
 1, 6 -->  2 = 0.19901585565882995
 1, 6 -->  3 = 0.1984691088026244
 7, 6 -->  5 = 0.17974401780745689
 7, 6 -->  1 = 0.19254312743461324
 7, 6 -->  3 = 0.21535893155258765
 7, 6 -->  4 = 0.19476905954368393
 7, 6 -->  2 = 0.21758486366165833
5, 6 -->  1 = 0.2040332147093713
5, 6 -->  7 = 0.19572953736654805
5, 6 -->  3 = 0.2129300118623962
5, 6 -->  4 = 0.19395017793594305
5, 6 -->  2 = 0.1933570581257414
1, 6 -->  3 = 0.2038533250466128
1, 6 -->  5 = 0.20758234928527036
1, 6 -->  7 = 0.19018023617153512
1, 6 -->  4 = 0.19701678060907396
1, 6 -->  2 = 0.20136730888750776
 3, 6 -->  5 = 0.20275703618609994
 3, 6 -->  2 = 0.199310740953475
 3, 6 -->  7 = 0.19471568064330844
 3, 6 -->  4 = 0.2125215393452039
 3, 6 -->  1 = 0.19069500287191268
 2, 6 -->  7 = 0.17743830787309048
 2, 6 -->  5 = 0.21151586368977673
 2, 6 -->  4 = 0.19506462984723855
 2, 6 -->  3 = 0.21386603995299647
 2, 6 -->  1 = 0.20211515863689777
2, 6 -->  3 = 0.18814905314599878
2, 6 -->  7 = 0.20586438607208307
2, 6 -->  1 = 0.2119731215638363
2, 6 -->  5 = 0.20586438607208307
2, 6 -->  4 = 0.18814905314599878
2, 4 -->  7 = 0.19223424570337364
2, 4 -->  3 = 0.19859961807765755
2, 4 -->  1 = 0.2011457670273711
2, 4 -->  6 = 0.21578612348822407
2, 4 -->  5 = 0.19223424570337364
7, 4 -->  5 = 0.1983729662077597
7, 4 -->  6 = 0.18397997496871088
7, 4 -->  3 = 0.19962453066332916
7, 4 -->  1 = 0.21964956195244056
7, 4 -->  2 = 0.1983729662077597
 5, 4 -->  2 = 0.20433092726263188
 5, 4 -->  3 = 0.1965574680732926
 5, 4 -->  1 = 0.20044419766796223
 5, 4 -->  7 = 0.2076624097723487
 5, 4 -->  6 = 0.19100499722376457
3, 4 -->  6 = 0.1967821782178218
3, 4 -->  7 = 0.18688118811881188
3, 4 -->  5 = 0.21472772277227722
3, 4 -->  1 = 0.2079207920792079
3, 4 -->  2 = 0.1936881188118812
 1, 4 -->  6 = 0.19365798414496035
 1, 4 -->  2 = 0.2055492638731597
 1, 4 -->  5 = 0.1970554926387316
 1, 4 -->  3 = 0.2072480181200453
 1, 4 -->  7 = 0.19648924122310304
 7, 4 -->  6 = 0.21576299608719957
 7, 4 -->  2 = 0.20067076579094467
 7, 4 -->  3 = 0.19843487982112912
 7, 4 -->  5 = 0.19005030743432086
 7, 4 -->  1 = 0.19508105086640581
1, 4 -->  3 = 0.18691588785046728
1, 4 -->  5 = 0.2205607476635514
1, 4 -->  7 = 0.18317757009345795
1, 4 -->  6 = 0.1956386292834891
1, 4 -->  2 = 0.21370716510903426
5, 4 -->  1 = 0.1897590361445783
5, 4 -->  6 = 0.21144578313253012
5, 4 -->  3 = 0.20542168674698796
5, 4 -->  2 = 0.18674698795180722
5, 4 -->  7 = 0.20662650602409638
6, 4 -->  7 = 0.2147239263803681
6, 4 -->  1 = 0.17730061349693252
6, 4 -->  2 = 0.2147239263803681
6, 4 -->  3 = 0.2067484662576687
6, 4 -->  5 = 0.18650306748466258
 2, 4 -->  7 = 0.1921590281612369
 2, 4 -->  6 = 0.20209828823854223
 2, 4 -->  5 = 0.20320265046935396
 2, 4 -->  1 = 0.21148536720044175
 2, 4 -->  3 = 0.19105466593042517
 3, 4 -->  7 = 0.18796561604584527
 3, 4 -->  5 = 0.2171919770773639
 3, 4 -->  6 = 0.20458452722063036
 3, 4 -->  1 = 0.18681948424068767
 3, 4 -->  2 = 0.2034383954154728
 6, 4 -->  3 = 0.1880293619424054
 6, 4 -->  5 = 0.18690005646527386
 6, 4 -->  2 = 0.21287408243929984
 6, 4 -->  1 = 0.2044042913608131
 6, 4 -->  7 = 0.2077922077922078
6, 1 -->  2 = 0.19039250146455772
6, 1 -->  4 = 0.19214997070884593
6, 1 -->  7 = 0.2056239015817223
6, 1 -->  3 = 0.2114821323960164
6, 1 -->  5 = 0.20035149384885764
 2, 1 -->  5 = 0.19427288040426727
 2, 1 -->  7 = 0.20437956204379562
 2, 1 -->  6 = 0.20550252667040989
 2, 1 -->  3 = 0.2021336327905671
 2, 1 -->  4 = 0.19371139809096014
5, 1 -->  7 = 0.21545226130653267
5, 1 -->  2 = 0.19472361809045227
5, 1 -->  3 = 0.19472361809045227
5, 1 -->  4 = 0.19472361809045227
5, 1 -->  6 = 0.20037688442211055
 3, 1 -->  2 = 0.20475638051044084
 3, 1 -->  4 = 0.19779582366589327
 3, 1 -->  6 = 0.1937354988399072
 3, 1 -->  7 = 0.19953596287703015
 3, 1 -->  5 = 0.20417633410672853
 6, 1 -->  5 = 0.19219898247597514
 6, 1 -->  2 = 0.2035048049745619
 6, 1 -->  3 = 0.18654607122668174
 6, 1 -->  4 = 0.21707179197286602
 6, 1 -->  7 = 0.2006783493499152
4, 1 -->  7 = 0.20024721878862795
4, 1 -->  2 = 0.20828182941903584
4, 1 -->  5 = 0.19097651421508036
4, 1 -->  6 = 0.2088998763906057
4, 1 -->  3 = 0.1915945611866502
2, 1 -->  6 = 0.20982986767485823
2, 1 -->  7 = 0.19344675488342786
2, 1 -->  5 = 0.1890359168241966
2, 1 -->  3 = 0.19722747321991177
2, 1 -->  4 = 0.21045998739760555
7, 1 -->  3 = 0.20071471113758188
7, 1 -->  5 = 0.19952352590827874
7, 1 -->  6 = 0.20190589636688505
7, 1 -->  2 = 0.19297200714711138
7, 1 -->  4 = 0.20488385944014295
 4, 1 -->  6 = 0.18774592467678472
 4, 1 -->  7 = 0.20629567172568858
 4, 1 -->  5 = 0.20067453625632378
 4, 1 -->  3 = 0.21135469364811693
 4, 1 -->  2 = 0.19392917369308602
 5, 1 -->  4 = 0.1952191235059761
 5, 1 -->  7 = 0.2060330108138873
 5, 1 -->  3 = 0.20318725099601595
 5, 1 -->  6 = 0.19578827546955038
 5, 1 -->  2 = 0.1997723392145703
3, 1 -->  6 = 0.19313304721030042
3, 1 -->  2 = 0.18700183936235437
3, 1 -->  4 = 0.20294297976701411
3, 1 -->  5 = 0.19497240956468423
3, 1 -->  7 = 0.22194972409564684
 7, 1 -->  6 = 0.19516407599309155
 7, 1 -->  2 = 0.19228554979850315
 7, 1 -->  5 = 0.19689119170984457
 7, 1 -->  4 = 0.21301093839953944
 7, 1 -->  3 = 0.2026482440990213
5, 7 -->  6 = 0.2205419029615627
5, 7 -->  1 = 0.19848771266540643
5, 7 -->  4 = 0.20730938878386893
5, 7 -->  2 = 0.18777567737870196
5, 7 -->  3 = 0.18588531821045998
 2, 7 -->  1 = 0.19392265193370165
 2, 7 -->  5 = 0.19779005524861878
 2, 7 -->  6 = 0.2110497237569061
 2, 7 -->  3 = 0.19392265193370165
 2, 7 -->  4 = 0.20331491712707184
 6, 7 -->  2 = 0.2210288298473714
 6, 7 -->  3 = 0.18937252685132844
 6, 7 -->  4 = 0.19728660260033917
 6, 7 -->  5 = 0.1933295647258338
 6, 7 -->  1 = 0.1989824759751272
 3, 7 -->  4 = 0.20093731693028705
 3, 7 -->  2 = 0.19566490919742238
 3, 7 -->  5 = 0.18980667838312829
 3, 7 -->  1 = 0.21558289396602226
 3, 7 -->  6 = 0.19800820152314
2, 7 -->  4 = 0.1972002434570907
2, 7 -->  5 = 0.19963481436396835
2, 7 -->  1 = 0.18441874619598295
2, 7 -->  6 = 0.19963481436396835
2, 7 -->  3 = 0.21911138161898966
 4, 7 -->  2 = 0.2006861063464837
 4, 7 -->  3 = 0.20411663807890223
 4, 7 -->  6 = 0.18810748999428245
 4, 7 -->  5 = 0.2058319039451115
 4, 7 -->  1 = 0.20125786163522014
4, 7 -->  6 = 0.19300361881785283
4, 7 -->  5 = 0.1942098914354644
4, 7 -->  3 = 0.206875753920386
4, 7 -->  1 = 0.19843184559710494
4, 7 -->  2 = 0.2074788902291918
 5, 7 -->  6 = 0.1860724233983287
 5, 7 -->  1 = 0.20557103064066853
 5, 7 -->  3 = 0.1905292479108635
 5, 7 -->  2 = 0.2116991643454039
 5, 7 -->  4 = 0.20612813370473537
3, 7 -->  2 = 0.2042079207920792
3, 7 -->  1 = 0.18873762376237624
3, 7 -->  5 = 0.2141089108910891
3, 7 -->  6 = 0.19554455445544555
3, 7 -->  4 = 0.1974009900990099
 1, 7 -->  3 = 0.19093851132686085
 1, 7 -->  6 = 0.20604099244875945
 1, 7 -->  5 = 0.19795037756202805
 1, 7 -->  4 = 0.20496224379719524
 1, 7 -->  2 = 0.2001078748651564
6, 7 -->  1 = 0.21702404158544508
6, 7 -->  2 = 0.2124756335282651
6, 7 -->  4 = 0.1903833658219623
6, 7 -->  5 = 0.18973359324236516
6, 7 -->  3 = 0.1903833658219623
1, 7 -->  6 = 0.19442761962447003
1, 7 -->  2 = 0.20048455481526348
1, 7 -->  5 = 0.2150211992731678
1, 7 -->  4 = 0.19866747425802544
1, 7 -->  3 = 0.1913991520290733
4, 5 -->  2 = 0.19876543209876543
4, 5 -->  6 = 0.2
4, 5 -->  7 = 0.19135802469135801
4, 5 -->  1 = 0.2080246913580247
4, 5 -->  3 = 0.20185185185185187
3, 5 -->  4 = 0.19648462021343377
3, 5 -->  2 = 0.22661644695543
3, 5 -->  6 = 0.20966729441305712
3, 5 -->  7 = 0.18581293157564344
3, 5 -->  1 = 0.18141870684243566
 1, 5 -->  3 = 0.18566591422121898
 1, 5 -->  7 = 0.20936794582392776
 1, 5 -->  4 = 0.21501128668171557
 1, 5 -->  6 = 0.1963882618510158
 1, 5 -->  2 = 0.1935665914221219
 7, 5 -->  6 = 0.20756880733944955
 7, 5 -->  3 = 0.18577981651376146
 7, 5 -->  1 = 0.19208715596330275
 7, 5 -->  4 = 0.21330275229357798
 7, 5 -->  2 = 0.20126146788990826
1, 5 -->  6 = 0.19186785260482847
1, 5 -->  4 = 0.210292249047014
1, 5 -->  7 = 0.20838627700127066
1, 5 -->  2 = 0.19504447268106734
1, 5 -->  3 = 0.19440914866581957
6, 5 -->  2 = 0.21362229102167182
6, 5 -->  3 = 0.20123839009287925
6, 5 -->  1 = 0.18823529411764706
6, 5 -->  7 = 0.19256965944272444
6, 5 -->  4 = 0.2043343653250774
 3, 5 -->  1 = 0.20408163265306123
 3, 5 -->  6 = 0.19360176503033646
 3, 5 -->  2 = 0.16988416988416988
 3, 5 -->  7 = 0.21952564809707667
 3, 5 -->  4 = 0.21290678433535576
 2, 5 -->  4 = 0.20308043354249858
 2, 5 -->  1 = 0.1876782658300057
 2, 5 -->  3 = 0.2116371933827724
 2, 5 -->  7 = 0.19794637763833428
 2, 5 -->  6 = 0.19965772960638906
 6, 5 -->  1 = 0.18990120746432493
 6, 5 -->  4 = 0.1959385290889133
 6, 5 -->  2 = 0.2145993413830955
 6, 5 -->  7 = 0.2030735455543359
 6, 5 -->  3 = 0.1964873765093304
2, 5 -->  6 = 0.1879154078549849
2, 5 -->  4 = 0.19939577039274925
2, 5 -->  1 = 0.20060422960725074
2, 5 -->  3 = 0.21510574018126888
2, 5 -->  7 = 0.19697885196374623
7, 5 -->  6 = 0.19738480697384808
7, 5 -->  1 = 0.2054794520547945
7, 5 -->  4 = 0.1855541718555417
7, 5 -->  3 = 0.21419676214196762
7, 5 -->  2 = 0.19738480697384808
 4, 5 -->  1 = 0.20607375271149675
 4, 5 -->  2 = 0.20065075921908893
 4, 5 -->  3 = 0.18275488069414317
 4, 5 -->  6 = 0.21366594360086769
 4, 5 -->  7 = 0.19685466377440347
